DateTime,Top1,Top2,Temp,Hum,L6B,CELL
2020/4/25,70348,70195,18.125,83.75,4309,4213
2020/4/26,71193,70886,18,89,4488,4307
2020/4/27,70694,70656,19.625,73.25,4384,4412
2020/4/28,70464,70233,21.125,67,4169,3964
2020/4/29,69849,69811,22.25,74.125,4089,3961
2020/4/30,71500,71193,22.875,78,4046,4562
2020/5/1,72000,71961,23.75,71.25,4030,4209
2020/5/2,71808,71654,24.375,70.625,4030,2897
2020/5/3,72499,72345,25.5,77.25,3751,3701
2020/5/4,71846,71692,26.5,76.125,4034,3281
2020/5/5,73996,73804,26.625,79.875,3203,2842
2020/5/6,72499,72076,26.75,71.625,3345,3089
2020/5/7,72652,72576,24.625,86.125,4084,4045
2020/5/8,73190,73036,26.875,77.5,3410,3860
2020/5/9,74342,73881,27.75,78.875,3628,3313
2020/5/10,74995,74956,28.125,77.5,4123,4250
2020/5/11,73305,73113,25,90.25,4402,4136
2020/5/12,72614,72268,22.5,87.75,4333,4553
2020/5/13,71616,71577,24.5,62.75,4331,4225
2020/5/14,73075,72883,25.875,71.75,4309,3642
2020/5/15,73113,72768,27.125,71.25,4115,4171
2020/5/16,74649,74380,26.875,79.625,4309,4242
2020/5/17,73152,73075,26.75,79.875,4221,4314
2020/5/18,72038,71808,24.5,82.75,4297,4203
2020/5/19,71462,71462,21.875,91.375,4269,3996
2020/5/20,71347,71270,22.375,86.625,4084,3614
2020/5/21,73113,72921,22.625,88.375,4247,4435
2020/5/22,72960,72921,21.875,93.25,4247,4775
2020/5/23,72921,72806,22,89.125,4278,4105
2020/5/24,73612,73382,24,83.875,4247,3527
2020/5/25,73036,72883,25.125,85,4216,4219
2020/5/26,73689,73459,26,85.125,3844,3678
2020/5/27,72768,72691,23.125,92.5,4279,4698
2020/5/28,73267,72729,22.625,91.875,4510,3610
2020/5/29,73382,73344,24.375,89.25,3704,4473
2020/5/30,74380,74227,25.75,85.625,4309,4196
2020/5/31,75225,75110,25.875,83.375,3949,3634
2020/6/1,73843,73804,25.875,88.125,3193,3891
2020/6/2,73420,73420,26.125,83.5,3707,3857
2020/6/3,73536,73382,26.875,78.875,3813,3828
2020/6/4,73689,73497,26.875,77.125,4027,3407
2020/6/5,73689,73689,27.5,73.875,4030,3463
2020/6/6,73651,73382,27.75,73.625,4123,3720
2020/6/7,72806,72729,26.75,82.875,3999,4228
2020/6/8,72384,72307,25.625,91.25,4019,4523
2020/6/9,72691,72614,25.125,82.5,4061,4201
2020/6/10,72844,72806,26.25,82.75,3156,2598
2020/6/11,73728,73536,27.125,84.75,3931,2942
2020/6/12,74611,74534,27.375,81.5,3621,3573
2020/6/13,74380,74304,27.625,77,4059,4306
2020/6/14,74841,74841,28.125,82.875,4211,3722
2020/6/15,74572,74534,28,79.5,3331,3031
2020/6/16,73728,73574,28.125,80.25,3044,3293
2020/6/17,73228,73152,28.375,75.875,3317,3487
2020/6/18,74265,74112,28.625,75.625,4340,4579
2020/6/19,74726,74457,28.75,68.875,3813,3882
2020/6/20,74572,74572,28.5,71.5,4371,4099
2020/6/21,74227,74188,28.375,71.5,4154,4045
2020/6/22,74304,74188,29,74.5,4280,4165
2020/6/23,75187,74841,29.375,74.125,3988,4506
2020/6/24,75456,75148,29.375,70.625,4996,4392
2020/6/25,75072,75072,29.125,66.875,4464,4069
2020/6/26,74956,74956,28.75,73.625,4017,4175
2020/6/27,75340,75302,28.5,71.125,4718,3994
2020/6/28,75225,74995,26,80,5025,4361
2020/6/29,75264,75110,29.125,73.375,5084,4446
2020/6/30,75072,74918,29.5,71.25,4309,4425
2020/7/1,73920,73651,29.125,77.25,3876,3659
2020/7/2,73843,73267,29,84.75,3765,3777
2020/7/3,73574,73420,28.5,73.75,3534,3505
2020/7/4,73881,73804,28.875,71,4061,4165
2020/7/5,73497,73113,28.875,69.375,3923,3962
2020/7/6,73497,73382,28.75,67.5,3743,3555
2020/7/7,74918,74688,27,77,4216,4298
